"Pair_Name","Ligand_ApprovedSymbol","Receptor_ApprovedSymbol"
"FGF2_FGFRL1","Fgf2","Fgfrl1"
"FGF2_GPC4","Fgf2","Gpc4"
"FGF2_NRP1","Fgf2","Nrp1"
"FGF2_SDC1","Fgf2","Sdc1"
"FGF2_SDC2","Fgf2","Sdc2"
"FGF2_SDC3","Fgf2","Sdc3"
"FGF2_SDC4","Fgf2","Sdc4"
"FGF3_FGFR1","Fgf3","Fgfr1"
"FGF3_FGFR2","Fgf3","Fgfr2"
"FGF3_FGFR3","Fgf3","Fgfr3"
"FGF3_FGFR4","Fgf3","Fgfr4"
"FGF4_FGFR1","Fgf4","Fgfr1"
"FGF4_FGFR2","Fgf4","Fgfr2"
"FGF4_FGFR3","Fgf4","Fgfr3"
"FGF4_FGFR4","Fgf4","Fgfr4"
"FGF4_NRP1","Fgf4","Nrp1"
"FGF5_FGFR1","Fgf5","Fgfr1"
"FGF5_FGFR2","Fgf5","Fgfr2"
"FGF5_FGFR3","Fgf5","Fgfr3"
"FGF5_FGFR4","Fgf5","Fgfr4"
"FGF6_FGFR1","Fgf6","Fgfr1"
"FGF6_FGFR2","Fgf6","Fgfr2"
"FGF6_FGFR3","Fgf6","Fgfr3"
"FGF6_FGFR4","Fgf6","Fgfr4"
"FGF7_FGFR1","Fgf7","Fgfr1"
"FGF7_FGFR2","Fgf7","Fgfr2"
"FGF7_FGFR3","Fgf7","Fgfr3"
"FGF7_FGFR4","Fgf7","Fgfr4"
"FGF7_NRP1","Fgf7","Nrp1"
"FGF8_FGFR1","Fgf8","Fgfr1"
"FGF8_FGFR2","Fgf8","Fgfr2"
"FGF8_FGFR3","Fgf8","Fgfr3"
"FGF8_FGFR4","Fgf8","Fgfr4"
"FGF9_FGFR1","Fgf9","Fgfr1"
"FGF9_FGFR2","Fgf9","Fgfr2"
"FGF9_FGFR3","Fgf9","Fgfr3"
"FGF9_FGFR4","Fgf9","Fgfr4"
"FGG_ITGA2B","Fgg","Itga2b"
"FGG_ITGA5","Fgg","Itga5"
"FGG_ITGAV","Fgg","Itgav"
"FGG_ITGB1","Fgg","Itgb1"
"FGG_ITGB2","Fgg","Itgb2"
"FGL1_EGFR","Fgl1","Egfr"
"FLT3LG_FLT3","Flt3l","Flt3"
"FN1_CD44","Fn1","Cd44"
"FN1_COL13A1","Fn1","Col13a1"
"FN1_ITGA2","Fn1","Itga2"
"FN1_ITGA2B","Fn1","Itga2b"
"FN1_ITGA3","Fn1","Itga3"
"FN1_ITGA4","Fn1","Itga4"
"FN1_ITGA5","Fn1","Itga5"
"FN1_ITGA8","Fn1","Itga8"
"FN1_ITGA9","Fn1","Itga9"
"FN1_ITGAV","Fn1","Itgav"
"FN1_ITGB1","Fn1","Itgb1"
"FN1_ITGB3","Fn1","Itgb3"
"FN1_ITGB6","Fn1","Itgb6"
"FN1_ITGB7","Fn1","Itgb7"
"FN1_ITGB8","Fn1","Itgb8"
"FN1_MAG","Fn1","Mag"
"FN1_NT5E","Fn1","Nt5e"
"FN1_PLAUR","Fn1","Plaur"
"FN1_SDC2","Fn1","Sdc2"
"FN1_TMPRSS6","Fn1","Tmprss6"
"FN1_TNFRSF11B","Fn1","Tnfrsf11b"
"FN1_TSHR","Fn1","Tshr"
"FSHB_FSHR","Fshb","Fshr"
"GALP_GALR1","Galp","Galr1"
"GALP_GALR2","Galp","Galr2"
"GALP_GALR3","Galp","Galr3"
"GAL_GALR1","Gal","Galr1"
"GAL_GALR2","Gal","Galr2"
"GAL_GALR3","Gal","Galr3"
"GAL_GPR151","Gal","Gpr151"
"GAS6_AXL","Gas6","Axl"
"GAS6_MERTK","Gas6","Mertk"
"GAS6_TYRO3","Gas6","Tyro3"
"GAST_CCKBR","Gast","Cckbr"
"GDF11_ACVR1B","Gdf11","Acvr1b"
"GDF11_ACVR2A","Gdf11","Acvr2a"
"GDF11_ACVR2B","Gdf11","Acvr2b"
"GDF2_ACVR1","Gdf2","Acvr1"
"GDF2_ACVR2A","Gdf2","Acvr2a"
"GDF2_ACVR2B","Gdf2","Acvr2b"
"GDF2_ACVRL1","Gdf2","Acvrl1"
"GDF2_BMPR2","Gdf2","Bmpr2"
"GDF2_ENG","Gdf2","Eng"
"GDF5_ACVR1","Gdf5","Acvr1"
"GDF5_ACVR2A","Gdf5","Acvr2a"
"GDF5_ACVR2B","Gdf5","Acvr2b"
"GDF5_BMPR1A","Gdf5","Bmpr1a"
"GDF5_BMPR1B","Gdf5","Bmpr1b"
"GDF5_BMPR2","Gdf5","Bmpr2"
"GDF5_ROR2","Gdf5","Ror2"
"GDF6_BMPR1A","Gdf6","Bmpr1a"
"GDF6_BMPR1B","Gdf6","Bmpr1b"
"GDF6_BMPR2","Gdf6","Bmpr2"
"GDF7_ACVR2A","Gdf7","Acvr2a"
"GDF7_BMPR1A","Gdf7","Bmpr1a"
"GDF7_BMPR2","Gdf7","Bmpr2"
"GDF9_ACVR2A","Gdf9","Acvr2a"
"GDF9_BMPR1A","Gdf9","Bmpr1a"
"GDF9_BMPR1B","Gdf9","Bmpr1b"
"GDF9_BMPR2","Gdf9","Bmpr2"
"GDF9_FXYD6","Gdf9","Fxyd6"
"GDF9_ORAI2","Gdf9","Orai2"
"GDF9_TGFBR1","Gdf9","Tgfbr1"
"GDNF_GFRA1","Gdnf","Gfra1"
"GDNF_GFRA2","Gdnf","Gfra2"
"GDNF_RET","Gdnf","Ret"
"GHRH_GHRHR","Ghrh","Ghrhr"
"GHRH_VIPR1","Ghrh","Vipr1"
"GHRL_GHRHR","Ghrl","Ghrhr"
"GHRL_GHSR","Ghrl","Ghsr"
"GHRL_GPR39","Ghrl","Gpr39"
"GIP_DPP4","Gip","Dpp4"
"GIP_GIPR","Gip","Gipr"
"GNAI2_ADCY1","Gnai2","Adcy1"
"GNAI2_ADORA1","Gnai2","Adora1"
"GNAI2_ADRA2A","Gnai2","Adra2a"
"GNAI2_ADRA2B","Gnai2","Adra2b"
"GNAI2_AGTR2","Gnai2","Agtr2"
"GNAI2_C5AR1","Gnai2","C5ar1"
"GNAI2_CAV1","Gnai2","Cav1"
"GNAI2_CCR5","Gnai2","Ccr5"
"GNAI2_CHRM1","Gnai2","Chrm1"
"GNAI2_CNR1","Gnai2","Cnr1"
"GNAI2_CXCR1","Gnai2","Cxcr1"
"GNAI2_CXCR2","Gnai2","Cxcr2"
"GNAI2_DRD2","Gnai2","Drd2"
"GNAI2_EDNRA","Gnai2","Ednra"
"GNAI2_EGFR","Gnai2","Egfr"
"GNAI2_F2R","Gnai2","F2r"
"GNAI2_FPR1","Gnai2","Fpr1"
"GNAI2_IGF1R","Gnai2","Igf1r"
"GNAI2_LHCGR","Gnai2","Lhcgr"
"GNAI2_LPAR3","Gnai2","Lpar3"
"GNAI2_MTNR1A","Gnai2","Mtnr1a"
"GNAI2_MTNR1B","Gnai2","Mtnr1b"
"GNAI2_OPRD1","Gnai2","Oprd1"
"GNAI2_OPRM1","Gnai2","Oprm1"
"GNAI2_P2RY12","Gnai2","P2ry12"
"GNAI2_PTPRU","Gnai2","Ptpru"
"GNAI2_TBXA2R","Gnai2","Tbxa2r"
"GNAI2_TSHR","Gnai2","Tshr"
"GNAS_ADORA1","Gnas","Adora1"
"GNAS_ADRB3","Gnas","Adrb3"
"GNAS_AVPR2","Gnas","Avpr2"
"GNAS_CRHR1","Gnas","Crhr1"
"GNAS_GCGR","Gnas","Gcgr"
"GNAS_HTR6","Gnas","Htr6"
"GNAS_LHCGR","Gnas","Lhcgr"
"GNAS_PTGDR","Gnas","Ptgdr"
"GNAS_PTGIR","Gnas","Ptgir"
"GNAS_TSHR","Gnas","Tshr"
"GNAS_VIPR1","Gnas","Vipr1"
"GNB3_TGFBR1","Gnb3","Tgfbr1"
"GNRH1_GNRHR","Gnrh1","Gnrhr"
"GPC3_CD81","Gpc3","Cd81"
"GPC3_IGF1R","Gpc3","Igf1r"
"GPHA2_TSHR","Gpha2","Tshr"
"GPI_AMFR","Gpi1","Amfr"
"GRP_BRS3","Grp","Brs3"
"GRP_GRPR","Grp","Grpr"
"GRP_NMBR","Grp","Nmbr"
"GUCA2A_GUCY2C","Guca2a","Gucy2c"
"GUCA2B_GUCY2C","Guca2b","Gucy2c"
"GUCA2B_GUCY2D","Guca2b","Gucy2e"
"HAS2_CD44","Has2","Cd44"
"HAS2_HMMR","Has2","Hmmr"
"HBEGF_CD44","Hbegf","Cd44"
"HBEGF_CD82","Hbegf","Cd82"
"HBEGF_CD9","Hbegf","Cd9"
"HBEGF_EGFR","Hbegf","Egfr"
"HBEGF_ERBB2","Hbegf","Erbb2"
"HBEGF_ERBB4","Hbegf","Erbb4"
"HCRT_HCRTR1","Hcrt","Hcrtr1"
"HCRT_HCRTR2","Hcrt","Hcrtr2"
"HCRT_NPFFR2","Hcrt","Npffr2"
"HGF_CD44","Hgf","Cd44"
"HGF_MET","Hgf","Met"
"HGF_SDC1","Hgf","Sdc1"
"HGF_SDC2","Hgf","Sdc2"
"HGF_ST14","Hgf","St14"
"HLA-G_KLRC1","H2-M3","Klrc1"
"HLA-G_KLRD1","H2-M3","Klrd1"
"HP_ITGAM","Hp","Itgam"
"HP_ITGB2","Hp","Itgb2"
"HRAS_AGTR1","Hras","Agtr1a"
"HRAS_CAV1","Hras","Cav1"
"HRAS_GRIN2D","Hras","Grin2d"
"HRAS_INSR","Hras","Insr"
"HRAS_TLR2","Hras","Tlr2"
"HRAS_TLR9","Hras","Tlr9"
"HSP90AA1_CFTR","Hsp90aa1","Cftr"
"HSP90AA1_EGFR","Hsp90aa1","Egfr"
"HSP90AA1_FGFR3","Hsp90aa1","Fgfr3"
"HSPG2_COL13A1","Hspg2","Col13a1"
"HSPG2_ITGA2","Hspg2","Itga2"
"HSPG2_ITGB1","Hspg2","Itgb1"
"HSPG2_PTPRS","Hspg2","Ptprs"
"IAPP_CALCR","Iapp","Calcr"
"IAPP_RAMP1","Iapp","Ramp1"
"IAPP_RAMP2","Iapp","Ramp2"
"ICAM1_EGFR","Icam1","Egfr"
"ICAM1_IL2RA","Icam1","Il2ra"
"ICAM1_IL2RG","Icam1","Il2rg"
"ICAM1_ITGAL","Icam1","Itgal"
"ICAM1_ITGAM","Icam1","Itgam"
"ICAM1_ITGAX","Icam1","Itgax"
"ICAM1_ITGB2","Icam1","Itgb2"
"ICAM2_ITGAL","Icam2","Itgal"
"ICAM2_ITGAM","Icam2","Itgam"
"ICAM2_ITGB2","Icam2","Itgb2"
"ICAM4_ITGA2B","Icam4","Itga2b"
"ICAM4_ITGA4","Icam4","Itga4"
"ICAM4_ITGAL","Icam4","Itgal"
"ICAM4_ITGAM","Icam4","Itgam"
"ICAM4_ITGAV","Icam4","Itgav"
"ICAM4_ITGB1","Icam4","Itgb1"
"ICAM4_ITGB2","Icam4","Itgb2"
"ICAM4_ITGB3","Icam4","Itgb3"
"ICAM4_RHAG","Icam4","Rhag"
"ICAM5_ITGAL","Icam5","Itgal"
"ICAM5_ITGB2","Icam5","Itgb2"
"IFNB1_IFNAR1","Ifnb1","Ifnar1"
"IFNB1_IFNAR2","Ifnb1","Ifnar2"
"IFNG_IFNGR1","Ifng","Ifngr1"
"IFNG_IFNGR2","Ifng","Ifngr2"
"IGF1_IGF1R","Igf1","Igf1r"
"IGF2_IGF1R","Igf2","Igf1r"
"IGF2_IGF2R","Igf2","Igf2r"
"IGF2_INSR","Igf2","Insr"
"IGFBP4_FZD8","Igfbp4","Fzd8"
"IGFBP4_LRP6","Igfbp4","Lrp6"
"IGFL3_IGFLR1","Igfl3","Igflr1"
"IHH_BOC","Ihh","Boc"
"IHH_CDON","Ihh","Cdon"
"IHH_HHIP","Ihh","Hhip"
"IHH_PTCH1","Ihh","Ptch1"
"IHH_PTCH2","Ihh","Ptch2"
"IL10_IL10RA","Il10","Il10ra"
"IL10_IL10RB","Il10","Il10rb"
"IL11_IL6ST","Il11","Il6st"
"IL12A_CD28","Il12a","Cd28"
"IL12A_IL12RB1","Il12a","Il12rb1"
"IL12A_IL12RB2","Il12a","Il12rb2"
"IL12B_IL12RB1","Il12b","Il12rb1"
"IL12B_IL12RB2","Il12b","Il12rb2"
"IL12B_IL23R","Il12b","Il23r"
"IL13_IL13RA1","Il13","Il13ra1"
"IL13_IL13RA2","Il13","Il13ra2"
"IL13_IL2RG","Il13","Il2rg"
"IL13_IL4R","Il13","Il4ra"
"IL15_IL15RA","Il15","Il15ra"
"IL15_IL2RA","Il15","Il2ra"
"IL15_IL2RB","Il15","Il2rb"
"IL15_IL2RG","Il15","Il2rg"
"IL16_CD4","Il16","Cd4"
"IL16_GRIN2C","Il16","Grin2c"
"IL16_GRIN2D","Il16","Grin2d"
"IL16_KCNA3","Il16","Kcna3"
"IL16_KCND1","Il16","Kcnd1"
"IL16_KCND2","Il16","Kcnd2"
"IL16_KCNJ10","Il16","Kcnj10"
"IL16_KCNJ15","Il16","Kcnj15"
"IL16_KCNJ4","Il16","Kcnj4"
"IL17A_IL17RA","Il17a","Il17ra"
"IL17A_IL17RC","Il17a","Il17rc"
"IL17B_IL17RB","Il17b","Il17rb"
"IL17F_IL17RA","Il17f","Il17ra"
"IL18_IL18R1","Il18","Il18r1"
"IL18_IL18RAP","Il18","Il18rap"
"IL18_IL1RAPL1","Il18","Il1rapl1"
"IL18_IL1RL2","Il18","Il1rl2"
"IL19_IL20RA","Il19","Il20ra"
"IL19_IL20RB","Il19","Il20rb"
"IL1A_IL1R1","Il1a","Il1r1"
"IL1A_IL1R2","Il1a","Il1r2"
"IL1A_IL1RAP","Il1a","Il1rap"
"IL1B_ADRB2","Il1b","Adrb2"
"IL1B_IL1R1","Il1b","Il1r1"
"IL1B_IL1R2","Il1b","Il1r2"
"IL1B_IL1RAP","Il1b","Il1rap"
"IL1F10_IL1R1","Il1f10","Il1r1"
"IL1RN_IL1R1","Il1rn","Il1r1"
"IL1RN_IL1R2","Il1rn","Il1r2"
"IL20_IL20RA","Il20","Il20ra"
"IL20_IL20RB","Il20","Il20rb"
"IL20_IL22RA1","Il20","Il22ra1"
"IL21_IL21R","Il21","Il21r"
"IL21_IL2RG","Il21","Il2rg"
"IL23A_IL12RB1","Il23a","Il12rb1"
"IL23A_IL23R","Il23a","Il23r"
"IL24_IL20RA","Il24","Il20ra"
"IL24_IL20RB","Il24","Il20rb"
"IL24_IL22RA1","Il24","Il22ra1"
"IL25_IL17RB","Il25","Il17rb"
"IL27_IL27RA","Il27","Il27ra"
"IL2_CD53","Il2","Cd53"
"IL2_IL2RA","Il2","Il2ra"
"IL2_IL2RB","Il2","Il2rb"
"IL2_IL2RG","Il2","Il2rg"
"IL2_NGFR","Il2","Ngfr"
"IL34_CSF1R","Il34","Csf1r"
"IL4_CD53","Il4","Cd53"
"IL4_IL13RA1","Il4","Il13ra1"
"IL4_IL13RA2","Il4","Il13ra2"
"IL4_IL2RG","Il4","Il2rg"
"IL4_IL4R","Il4","Il4ra"
"IL5_IL5RA","Il5","Il5ra"
"IL6_IL6R","Il6","Il6ra"
"IL6_IL6ST","Il6","Il6st"
"IL7_IL2RG","Il7","Il2rg"
"IL7_IL7R","Il7","Il7r"
"IL9_IL2RG","Il9","Il2rg"
"IL9_IL9R","Il9","Il9r"
"INHA_ACVR2A","Inha","Acvr2a"
"INHA_TGFBR3","Inha","Tgfbr3"
"INHBA_ACVR1","Inhba","Acvr1"
"INHBA_ACVR1B","Inhba","Acvr1b"
"INHBA_ACVR2A","Inhba","Acvr2a"
"INHBA_ACVR2B","Inhba","Acvr2b"
"INHBA_BAMBI","Inhba","Bambi"
"INHBA_ENG","Inhba","Eng"
"INHBA_TGFBR3","Inhba","Tgfbr3"
"INHBB_ACVR1","Inhbb","Acvr1"
"INHBB_ACVR1B","Inhbb","Acvr1b"
"INHBB_ACVR1C","Inhbb","Acvr1c"
"INHBB_ACVR2A","Inhbb","Acvr2a"
"INHBB_ACVR2B","Inhbb","Acvr2b"
"INHBC_ACVR1","Inhbc","Acvr1"
"INHBC_ACVR1B","Inhbc","Acvr1b"
"INHBC_ACVR2A","Inhbc","Acvr2a"
"INHBC_ACVR2B","Inhbc","Acvr2b"
"INSL3_RXFP2","Insl3","Rxfp2"
"INSL5_RXFP3","Insl5","Rxfp3"
"INSL5_RXFP4","Insl5","Rxfp4"
"INS_IGF1R","Ins2","Igf1r"
"INS_INSR","Ins2","Insr"
"INS_LRP2","Ins2","Lrp2"
"ITGB3BP_ITGB3","Itgb3bp","Itgb3"
"ITGB3BP_ITGB5","Itgb3bp","Itgb5"
"ITIH2_FCER1A","Itih2","Fcer1a"
"JAG1_NOTCH1","Jag1","Notch1"
"JAG1_NOTCH2","Jag1","Notch2"
"JAG1_NOTCH3","Jag1","Notch3"
"JAG1_NOTCH4","Jag1","Notch4"
"JAG2_NOTCH1","Jag2","Notch1"
"JAG2_NOTCH2","Jag2","Notch2"
"JAG2_NOTCH3","Jag2","Notch3"
"KISS1_KISS1R","Kiss1","Kiss1r"
"KISS1_MMP24","Kiss1","Mmp24"
"KITLG_EPOR","Kitl","Epor"
"KITLG_KIT","Kitl","Kit"
"L1CAM_CNTN1","L1cam","Cntn1"
"L1CAM_EGFR","L1cam","Egfr"
"L1CAM_ERBB2","L1cam","Erbb2"
"L1CAM_ERBB3","L1cam","Erbb3"
"L1CAM_ITGA5","L1cam","Itga5"
"L1CAM_ITGAV","L1cam","Itgav"
"LAMA1_ITGA1","Lama1","Itga1"
"LAMA1_ITGA2","Lama1","Itga2"
"LAMA1_ITGA7","Lama1","Itga7"
"LAMA1_ITGB1","Lama1","Itgb1"
"LAMA1_ITGB8","Lama1","Itgb8"
"LAMA1_NT5E","Lama1","Nt5e"
"LAMA1_RPSA","Lama1","Rpsa"
"LAMA1_TMPRSS6","Lama1","Tmprss6"
"LAMA2_ITGA7","Lama2","Itga7"
"LAMA2_ITGB1","Lama2","Itgb1"
"LAMA2_RPSA","Lama2","Rpsa"
"LAMA3_SDC2","Lama3","Sdc2"
"LAMA5_BCAM","Lama5","Bcam"
"LAMB1_ITGA6","Lamb1","Itga6"
"LAMB1_ITGB1","Lamb1","Itgb1"
"LAMB2_RPSA","Lamb2","Rpsa"
"LAMC2_ITGA3","Lamc2","Itga3"
"LAMC2_ITGA6","Lamc2","Itga6"
"LAMC2_ITGB1","Lamc2","Itgb1"
"LAMC2_ITGB4","Lamc2","Itgb4"
"LCN2_LRP2","Lcn2","Lrp2"
"LEFTY2_ACVR2B","Lefty2","Acvr2b"
"LEP_LEPR","Lep","Lepr"
"LGALS3BP_ITGB1","Lgals3bp","Itgb1"
"LHB_LHCGR","Lhb","Lhcgr"
"LIF_IL6ST","Lif","Il6st"
"LIF_LIFR","Lif","Lifr"
"LIN7C_ABCA1","Lin7c","Abca1"
"LIN7C_HTR2C","Lin7c","Htr2c"
"LIPC_LRP1","Lipc","Lrp1"
"LIPH_LPAR1","Liph","Lpar1"
"LIPH_LPAR2","Liph","Lpar2"
"LIPH_LPAR4","Liph","Lpar4"
"LPL_LRP1","Lpl","Lrp1"
"LPL_LRP2","Lpl","Lrp2"
"LPL_SDC1","Lpl","Sdc1"
"LPL_VLDLR","Lpl","Vldlr"
"LRP1B_PLAUR","Lrp1b","Plaur"
"LRPAP1_LDLR","Lrpap1","Ldlr"
"LRPAP1_LRP1","Lrpap1","Lrp1"
"LRPAP1_LRP2","Lrpap1","Lrp2"
"LRPAP1_LRP8","Lrpap1","Lrp8"
"LRPAP1_SORL1","Lrpap1","Sorl1"
"LRPAP1_SORT1","Lrpap1","Sort1"
"LRPAP1_VLDLR","Lrpap1","Vldlr"
"LTA_LTBR","Lta","Ltbr"
"LTA_TNFRSF14","Lta","Tnfrsf14"
"LTA_TNFRSF1A","Lta","Tnfrsf1a"
"LTA_TNFRSF1B","Lta","Tnfrsf1b"
"LTBP1_ITGB5","Ltbp1","Itgb5"
"LTBP3_ITGB5","Ltbp3","Itgb5"
"LTB_CD40","Ltb","Cd40"
"LTB_LTBR","Ltb","Ltbr"
"LTB_TNFRSF1A","Ltb","Tnfrsf1a"
"LTF_LRP1","Ltf","Lrp1"
"LTF_LRP11","Ltf","Lrp11"
"LY86_CD180","Ly86","Cd180"
"MATN1_ITGA1","Matn1","Itga1"
"MATN1_ITGB1","Matn1","Itgb1"
"MBL2_CALCR","Mbl2","Calcr"
"MBL2_CD93","Mbl2","Cd93"
"MDK_ALK","Mdk","Alk"
"MDK_LRP1","Mdk","Lrp1"
"MDK_LRP2","Mdk","Lrp2"
"MDK_PTPRZ1","Mdk","Ptprz1"
"MDK_SDC1","Mdk","Sdc1"
"MDK_SDC3","Mdk","Sdc3"
"MDK_SDC4","Mdk","Sdc4"
"MDK_TSPAN1","Mdk","Tspan1"
"MEPE_PHEX","Mepe","Phex"
"MFAP2_NOTCH1","Mfap2","Notch1"
"MFAP5_NOTCH1","Mfap5","Notch1"
"MFGE8_ITGAV","Mfge8","Itgav"
"MFGE8_ITGB3","Mfge8","Itgb3"
"MFGE8_PDGFRB","Mfge8","Pdgfrb"
"MFNG_NOTCH1","Mfng","Notch1"
"MFNG_NOTCH2","Mfng","Notch2"
"MIA_CDH7","Mia","Cdh7"
"MMP12_PLAUR","Mmp12","Plaur"
"MMP13_LRP1","Mmp13","Lrp1"
"MMP1_CD44","Mmp1a","Cd44"
"MMP1_ITGA2","Mmp1a","Itga2"
"MMP2_SDC2","Mmp2","Sdc2"
"MMP7_CD151","Mmp7","Cd151"
"MMP7_CD44","Mmp7","Cd44"
"MMP7_ERBB4","Mmp7","Erbb4"
"MMP9_CD44","Mmp9","Cd44"
"MMP9_EPHB2","Mmp9","Ephb2"
"MMP9_LRP1","Mmp9","Lrp1"
"MST1_MST1R","Mst1","Mst1r"
"MSTN_ACVR2B","Mstn","Acvr2b"
"MUC2_AGR2","Muc2","Agr2"
"MYOC_FZD1","Myoc","Fzd1"
"MYOC_FZD10","Myoc","Fzd10"
"MYOC_FZD3","Myoc","Fzd3"
"MYOC_FZD4","Myoc","Fzd4"
"MYOC_FZD7","Myoc","Fzd7"
"NAMPT_INSR","Nampt","Insr"
"NCAM1_FGFR1","Ncam1","Fgfr1"
"NCAM1_GFRA1","Ncam1","Gfra1"
"NCAM1_ROBO1","Ncam1","Robo1"
"NCAM1_ROBO3","Ncam1","Robo3"
"NDP_FZD4","Ndp","Fzd4"
"NDP_LGR4","Ndp","Lgr4"
"NGF_NGFR","Ngf","Ngfr"
"NGF_NTRK1","Ngf","Ntrk1"
"NGF_SORCS3","Ngf","Sorcs3"
"NGF_SORT1","Ngf","Sort1"
"NID1_COL13A1","Nid1","Col13a1"
"NID1_ITGAV","Nid1","Itgav"
"NID1_ITGB3","Nid1","Itgb3"
"NID1_PTPRF","Nid1","Ptprf"
"NID2_COL13A1","Nid2","Col13a1"
"NLGN1_NRXN1","Nlgn1","Nrxn1"
"NLGN1_NRXN2","Nlgn1","Nrxn2"
"NLGN2_NRXN1","Nlgn2","Nrxn1"
"NLGN2_NRXN2","Nlgn2","Nrxn2"
"NLGN3_NRXN1","Nlgn3","Nrxn1"
"NLGN3_NRXN2","Nlgn3","Nrxn2"
"NMB_BRS3","Nmb","Brs3"
"NMB_GRPR","Nmb","Grpr"
"NMB_NMBR","Nmb","Nmbr"
"NMS_NMUR1","Nms","Nmur1"
"NMS_NMUR2","Nms","Nmur2"
"NMU_NMUR1","Nmu","Nmur1"
"NMU_NMUR2","Nmu","Nmur2"
"NODAL_ACVR1B","Nodal","Acvr1b"
"NODAL_ACVR1C","Nodal","Acvr1c"
"NODAL_ACVR2A","Nodal","Acvr2a"
"NODAL_ACVR2B","Nodal","Acvr2b"
"NOV_NOTCH1","Nov","Notch1"
"NPB_NPBWR1","Npb","Npbwr1"
"NPFF_NPFFR1","Npff","Npffr1"
"NPFF_NPFFR2","Npff","Npffr2"
"NPNT_ITGA8","Npnt","Itga8"
"NPNT_ITGB1","Npnt","Itgb1"
"NPPA_NPR1","Nppa","Npr1"
"NPPA_NPR3","Nppa","Npr3"
"NPPC_NPR2","Nppc","Npr2"
"NPPC_NPR3","Nppc","Npr3"
"NPS_NPSR1","Nps","Npsr1"
"NPVF_NPFFR1","Npvf","Npffr1"
"NPVF_NPFFR2","Npvf","Npffr2"
"NPW_NPBWR1","Npw","Npbwr1"
"NPY_FAP","Npy","Fap"
"NPY_MC4R","Npy","Mc4r"
"NPY_NPFFR2","Npy","Npffr2"
"NPY_NPY1R","Npy","Npy1r"
"NPY_NPY2R","Npy","Npy2r"
"NPY_NPY5R","Npy","Npy5r"
"NPY_PRLHR","Npy","Prlhr"
"NRG2_ERBB3","Nrg2","Erbb3"
"NRG2_ERBB4","Nrg2","Erbb4"
"NRG3_ERBB4","Nrg3","Erbb4"
"NRG4_ERBB4","Nrg4","Erbb4"
"NRTN_GFRA1","Nrtn","Gfra1"
"NRTN_GFRA2","Nrtn","Gfra2"
"NRTN_RET","Nrtn","Ret"
"NTF3_NGFR","Ntf3","Ngfr"
"NTF3_NTRK1","Ntf3","Ntrk1"
"NTF3_NTRK2","Ntf3","Ntrk2"
"NTF3_NTRK3","Ntf3","Ntrk3"
"NTF4_NGFR","Ntf5","Ngfr"
"NTF4_NTRK1","Ntf5","Ntrk1"
"NTF4_NTRK2","Ntf5","Ntrk2"
"NTN1_ADORA2B","Ntn1","Adora2b"
"NTN1_DCC","Ntn1","Dcc"
"NTN1_NEO1","Ntn1","Neo1"
"NTN1_UNC5A","Ntn1","Unc5a"
"NTN1_UNC5B","Ntn1","Unc5b"
"NTN1_UNC5C","Ntn1","Unc5c"
"NTN1_UNC5D","Ntn1","Unc5d"
"NTN3_CDON","Ntn3","Cdon"
"NTN3_NEO1","Ntn3","Neo1"
"NTN4_DCC","Ntn4","Dcc"
"NTN4_UNC5A","Ntn4","Unc5a"
"NTNG1_LRRC4C","Ntng1","Lrrc4c"
"NTNG2_LRRC4","Ntng2","Lrrc4"
"NTS_NTSR1","Nts","Ntsr1"
"NTS_NTSR2","Nts","Ntsr2"
"NTS_SORT1","Nts","Sort1"
"NXPH1_NRXN1","Nxph1","Nrxn1"
"NXPH1_NRXN2","Nxph1","Nrxn2"
"NXPH2_NRXN1","Nxph2","Nrxn1"
"NXPH3_NRXN1","Nxph3","Nrxn1"
"NXPH3_NRXN2","Nxph3","Nrxn2"
"OLFM2_ROBO2","Olfm2","Robo2"
"OMG_LINGO1","Omg","Lingo1"
"OMG_RTN4R","Omg","Rtn4r"
"OMG_RTN4RL1","Omg","Rtn4rl1"
"OMG_TNFRSF1B","Omg","Tnfrsf1b"
"OSM_IL6ST","Osm","Il6st"
"OSM_LIFR","Osm","Lifr"
"OSM_OSMR","Osm","Osmr"
"OSTN_NPR3","Ostn","Npr3"
"OXT_AVPR1A","Oxt","Avpr1a"
"OXT_AVPR1B","Oxt","Avpr1b"
"OXT_AVPR2","Oxt","Avpr2"
"OXT_OXTR","Oxt","Oxtr"
"PCSK9_VLDLR","Pcsk9","Vldlr"
"PDAP1_PDGFRB","Pdap1","Pdgfrb"
"PDGFA_PDGFRA","Pdgfa","Pdgfra"
"PDGFB_ART1","Pdgfb","Art1"
"PDGFB_LRP1","Pdgfb","Lrp1"
"PDGFB_PDGFRA","Pdgfb","Pdgfra"
"PDGFB_PDGFRB","Pdgfb","Pdgfrb"
"PDGFC_FLT4","Pdgfc","Flt4"
"PDGFC_KDR","Pdgfc","Kdr"
"PDGFC_PDGFRA","Pdgfc","Pdgfra"
"PDGFD_PDGFRB","Pdgfd","Pdgfrb"
"PDYN_OPRD1","Pdyn","Oprd1"
"PDYN_OPRK1","Pdyn","Oprk1"
"PDYN_OPRM1","Pdyn","Oprm1"
"PENK_MRGPRX1","Penk","Mrgprb2"
"PENK_OGFR","Penk","Ogfr"
"PENK_OPRD1","Penk","Oprd1"
